Date_of_event,Date_of_resolution,Type_of_offence,Summary_of_offence,Zone,Block,Division,Locality
01-01-2008,6/17/2009,RAPE,RAPE-STRONGARM,SOUTHWEST,F,F1,ND
01-01-2008,01-01-2008,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,EAST,E,E1,CH
01-01-2008,8/20/2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,SBH
01-01-2008,08-06-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTH,R,R3,CC
01-01-2008,08-08-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT LIBERTIES,SOUTHWEST,F,F3,SP
01-01-2008,09-11-2009,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,NG
01-01-2008,10-11-2010,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U1,UNI
01-01-2008,8/18/2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L3,LAKECITY
01-01-2008,10/28/2010,THEFT-BUILDING,THEFT-BUILDING,NORTH,U,U3,SANDPOINT
01-01-2008,01-01-2008,ROBBERY-RESIDENTIAL,ROBBERY-RESIDENCE-BODYFORCE,NORTH,U,U1,UNI
01-01-2008,01-01-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F1,PIGEON POINT
01-01-2008,01-01-2008,DUI,DUI-LIQUOR,SOUTH,O,O1,SODO
01-01-2008,01-01-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E3,FH
01-01-2008,01-01-2008,DUI,DUI-LIQUOR,SOUTHWEST,W,W2,ALKI
01-01-2008,01-01-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,W,W1,NA
01-01-2008,01-01-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U1,UNI
01-01-2008,01-01-2009,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D1,BELLTOWN
01-01-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,EAST,C,C2,MADISON PARK
01-01-2008,02-01-2008,NARCOTIC,NARC-POSSESS-MARIJU,SOUTH,R,R2,CR
01-01-2008,01-01-2008,DUI,DUI-LIQUOR,EAST,C,C1,MPB
01-01-2008,01-01-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,EAST,E,E2,CH
01-01-2008,01-01-2008,RAPE,RAPE-OTHER,WEST,D,D1,BELLTOWN
01-01-2008,01-01-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FR
01-01-2008,01-03-2008,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,WEST,D,D2,SC
01-01-2008,09-09-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-OTHER,EAST,E,E1,CH
01-01-2008,01-02-2009,CAR PROWL,THEFT-CARPROWL,NORTH,N,N2,NG
01-01-2008,01-01-2008,THEFT-BUILDING,THEFT-BUILDING,EAST,C,C1,CA/SP
01-01-2008,01-01-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,SOUTH,S,S2,BD
01-01-2008,01-01-2008,DUI,DUI-LIQUOR,WEST,Q,Q3,SC
01-01-2008,01-01-2008,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,SOUTH,R,R3,CC
01-01-2008,01-01-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DC
01-01-2008,01-01-2008,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,WEST,D,D2,SC
01-01-2008,01-11-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CH
01-01-2008,01-01-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U3,SANDPOINT
01-01-2008,01-11-2008,CAR PROWL,THEFT-AUTOACC,NORTH,B,B2,FR
01-01-2008,01-01-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,WEST,Q,Q3,QA
01-01-2008,01-01-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RV
01-01-2008,2/17/2008,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D1,BELLTOWN
01-01-2008,01-01-2008,THEFT-ALL OTHER,THEFT-PKPOCKET,EAST,G,G1,FH
01-01-2008,01-01-2008,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,WEST,Q,Q3,QA
01-01-2008,01-01-2008,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E1,CH
01-01-2008,01-11-2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BITTERLAKE
01-01-2008,01-01-2008,DUI,DUI-LIQUOR,WEST,Q,Q3,SC
01-01-2008,01-01-2008,LIQUOR LAW VIOLATION,LIQUOR LAW VIOLATION,WEST,D,D2,SC
01-01-2008,01-01-2008,DUI,DUI-LIQUOR,SOUTH,S,S2,BD
01-01-2008,02-12-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CH
01-01-2008,02-01-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N2,BITTERLAKE
01-01-2008,2/22/2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R1,MBH
01-01-2008,01-01-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,N,N2,NG
01-01-2008,01-02-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D2,QA
01-01-2008,01-01-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R3,HC
01-01-2008,01-01-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E3,CH
01-01-2008,3/13/2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-GUN,UNKNOWN,,,UNKNOWN
01-01-2008,03-07-2018,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-OTHER,UNKNOWN,,,UNKNOWN
01-01-2008,10-06-2015,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-OTHER,SOUTHWEST,F,F1,ND
01-01-2008,10/24/2014,RAPE,RAPE-STRONGARM,SOUTHWEST,F,F2,RWA
01-01-2008,7/29/2010,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W2,ALKI
01-01-2008,7/15/2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O1,SODO
01-01-2008,01-01-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R3,CC
01-01-2008,02-12-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L3,LAKECITY
01-01-2008,01-03-2008,THEFT-BUILDING,THEFT-BUILDING,SOUTH,S,S3,RB
01-01-2008,09-03-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,WEST,K,K2,PS
01-01-2008,01-01-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,FR
01-01-2008,05-04-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,MPB
01-01-2008,02-03-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-OTHER,EAST,G,G1,FH
01-01-2008,3/28/2008,CAR PROWL,THEFT-LICENSE PLATE,NORTH,L,L2,NG
01-01-2008,1/20/2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N1,BITTERLAKE
01-01-2008,01-08-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-OTHER,WEST,Q,Q3,SC
01-01-2008,01-01-2008,WEAPON,WEAPON-POSSESSION,SOUTH,R,R3,HC
01-01-2008,01-07-2010,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT LIBERTIES,WEST,Q,Q1,MAGNOLIA
01-01-2008,1/18/2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
01-01-2008,10/18/2014,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,ND
01-01-2008,9/19/2014,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTH,R,R1,NBH
01-01-2008,12/20/2013,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,WEST,D,D3,SC
01-01-2008,12/28/2012,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-OTHER,UNKNOWN,,,UNKNOWN
01-01-2008,2/25/2011,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-OTHER,UNKNOWN,,,UNKNOWN
01-01-2008,10/23/2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTH,S,S1,NEW HOLLY
01-01-2008,01-08-2009,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B1,BS
01-01-2008,06-11-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-ABUSED-NOFORCE,SOUTHWEST,F,F3,HPC
01-01-2008,2/15/2008,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q2,QA
01-01-2008,4/26/2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U1,RR
01-01-2008,03-03-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTH,S,S3,RB
01-01-2008,3/20/2008,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W3,RWA
01-01-2008,04-07-2008,THEFT-BUILDING,THEFT-BUILDING,NORTH,U,U2,UNI
01-01-2008,4/19/2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,L,L2,RR
01-01-2008,01-02-2008,THEFT-BUILDING,THEFT-BUILDING,NORTH,B,B3,WALLINGFORD
01-02-2008,01-03-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G3,JNBH
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-OTHER,SOUTHWEST,F,F3,SP
01-02-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U2,UNI
01-02-2008,01-02-2008,NARCOTIC,NARC-SELL-COCAINE,WEST,D,D1,BELLTOWN
01-02-2008,01-03-2009,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,D,D1,BELLTOWN
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,SC
01-02-2008,01-04-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C1,MILLER PARK
01-02-2008,01-03-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RV
01-02-2008,01-03-2009,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F2,RWA
01-02-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N2,NG
01-02-2008,3/28/2008,RAPE,RAPE-STRONGARM,WEST,M,M3,DC
01-02-2008,01-02-2008,NARCOTIC,NARC-SELL-COCAINE,WEST,D,D1,BELLTOWN
01-02-2008,01-02-2008,DUI,DUI-LIQUOR,SOUTHWEST,W,W2,AJ
01-02-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,EAST,E,E1,CH
01-02-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L2,NG
01-02-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,Q,Q3,SC
01-02-2008,01-02-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT EXPOSURE,WEST,K,K1,DC
01-02-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F2,HPC
01-02-2008,01-02-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J1,GREENWOOD
01-02-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N2,NG
01-02-2008,01-02-2008,TRESPASS,TRESPASS,NORTH,U,U2,UNI
01-02-2008,01-03-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,BS
01-02-2008,01-03-2009,CAR PROWL,THEFT-AUTOACC,SOUTHWEST,F,F2,RWA
01-02-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,D,D1,BELLTOWN
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
01-02-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTH,R,R3,HC
01-02-2008,01-03-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M2,DC
01-02-2008,01-02-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,O,O2,GEORGETOWN
01-02-2008,01-03-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L3,LAKECITY
01-02-2008,01-05-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F3,SP
01-02-2008,01-03-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C1,CH
01-02-2008,01-03-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,BS
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
01-02-2008,01-02-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,WEST,Q,Q3,QA
01-02-2008,01-02-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,RR
01-02-2008,01-02-2008,NARCOTIC,NARC-SELL-OTHER,SOUTHWEST,W,W2,AJ
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QA
01-02-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,FR
01-02-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W3,FSW
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DC
01-02-2008,01-03-2008,THEFT-BUILDING,THEFT-BUILDING,NORTH,L,L2,NG
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-MARIJU,SOUTH,S,S3,RB
01-02-2008,01-02-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W3,RWA
01-02-2008,01-02-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-02-2008,1/16/2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,SANDPOINT
01-02-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L2,NG
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
01-02-2008,01-03-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTH,R,R2,CR
01-02-2008,01-02-2008,ROBBERY-STREET,ROBBERY-STREET-WEAPON,NORTH,U,U2,UNI
01-02-2008,01-02-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,S,S1,SBH
01-02-2008,01-02-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DC
01-02-2008,01-03-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E1,CH
01-02-2008,01-02-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT EXPOSURE,WEST,Q,Q3,QA
01-02-2008,01-02-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,L,L1,NG
01-02-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,SC
01-02-2008,01-12-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-02-2008,01-02-2008,TRESPASS,TRESPASS,SOUTH,O,O2,SODO
01-02-2008,01-02-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,E,E1,CH
01-02-2008,01-02-2008,THEFT-ALL OTHER,THEFT-OTH,UNKNOWN,,,UNKNOWN
01-02-2008,01-02-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT LIBERTIES,EAST,E,E3,CH
01-02-2008,01-02-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,EAST,C,C3,CA/SP
01-02-2008,1/14/2008,THEFT-BUILDING,THEFT-BUILDING,NORTH,J,J1,GREENWOOD
01-02-2008,01-02-2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R2,MB
01-02-2008,01-02-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTHWEST,F,F1,ND
01-02-2008,01-02-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,EAST,G,G3,JNBH
01-02-2008,01-02-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L2,RR
01-02-2008,01-02-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,S,S3,RB
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
01-02-2008,02-08-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CH
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,K,K3,CI
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,JNBH
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,ML
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R2,MB
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DC
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-MARIJU,NORTH,J,J1,BN
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R3,LW/SP
01-02-2008,01-02-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B1,BS
01-02-2008,01-02-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C2,MILLER PARK
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,SC
01-02-2008,01-02-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U3,SANDPOINT
01-02-2008,01-07-2009,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,SC
01-02-2008,01-02-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B1,BS
01-02-2008,01-02-2008,PROSTITUTION,PROSTITUTION-ASSIST-PROMOTE,EAST,G,G2,CA/SP
01-02-2008,01-02-2008,NARCOTIC,NARC-POSSESS-COCAINE,NORTH,N,N2,BITTERLAKE
01-02-2008,01-03-2008,THEFT-BICYCLE,THEFT-BICYCLE,WEST,K,K3,CI
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DC
01-02-2008,01-02-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTH,R,R2,NBH
01-02-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CH
01-02-2008,01-02-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,G,G2,CA/SP
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S1,NEW HOLLY
01-02-2008,01-02-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,D,D2,QA
01-02-2008,01-09-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N2,NG
01-02-2008,01-02-2008,THEFT-ALL OTHER,THEFT-COINOP,SOUTH,S,S2,BD
01-02-2008,01-02-2008,TRESPASS,TRESPASS,EAST,E,E1,CH
01-02-2008,01-03-2009,CAR PROWL,THEFT-AUTOACC,EAST,C,C3,CA/SP
01-02-2008,01-02-2009,CAR PROWL,THEFT-CARPROWL,EAST,E,E3,FH
01-02-2008,01-02-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F3,HPC
01-02-2008,01-02-2008,WEAPON,WEAPON-CONCEALED,SOUTH,S,S3,RB
01-02-2008,01-02-2008,THEFT-BUILDING,THEFT-BUILDING,NORTH,N,N3,NG
01-02-2008,01-07-2008,CAR PROWL,THEFT-LICENSE PLATE,NORTH,L,L1,LAKECITY
01-03-2008,01-03-2008,DUI,DUI-LIQUOR,WEST,Q,Q2,QA
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U1,RR
01-03-2008,01-05-2009,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,PS
01-03-2008,01-03-2008,HOMICIDE,HOMICIDE-PREMEDITATED-GUN,WEST,Q,Q3,QA
01-03-2008,01-07-2008,THEFT-ALL OTHER,THEFT-PKPOCKET,WEST,Q,Q3,SC
01-03-2008,01-03-2008,NARCOTIC,NARC-SELL-COCAINE,WEST,D,D1,BELLTOWN
01-03-2008,01-04-2008,CAR PROWL,THEFT-AUTOACC,SOUTH,S,S2,BD
01-03-2008,01-04-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,M,M1,BELLTOWN
01-03-2008,01-03-2008,NARCOTIC,NARC-POSSESS-MARIJU,WEST,M,M3,DC
01-03-2008,01-03-2008,NARCOTIC,NARC-POSSESS-COCAINE,EAST,C,C1,CH
01-03-2008,01-03-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,NORTH,N,N3,NG
01-03-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,RR
01-03-2008,01-03-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,W,W3,HP
01-03-2008,01-03-2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,NORTH,J,J1,BN
01-03-2008,01-04-2008,CAR PROWL,THEFT-AUTOACC,WEST,D,D2,QA
01-03-2008,01-04-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U3,RR
01-03-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C2,MILLER PARK
01-03-2008,01-03-2008,NARCOTIC,NARC-SELL-OTHER,WEST,D,D1,SC
01-03-2008,01-03-2008,NARCOTIC,NARC-POSSESS-MARIJU,SOUTH,R,R3,LW/SP
01-03-2008,01-03-2008,TRESPASS,TRESPASS,WEST,K,K3,CI
01-03-2008,02-12-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NG
01-03-2008,1/13/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,G,G3,JNBH
01-03-2008,01-05-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B1,BS
01-03-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QA
01-03-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,JNBH
01-03-2008,01-03-2008,LOITERING,LOITERING,WEST,D,D1,SC
01-03-2008,01-03-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BS
01-03-2008,01-03-2008,CAR PROWL,THEFT-AUTOACC,EAST,C,C1,MPB
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,UNKNOWN,,,UNKNOWN
01-03-2008,01-03-2008,NARCOTIC,NARC-POSSESS-COCAINE,SOUTH,S,S3,RV
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U3,SANDPOINT
01-03-2008,01-04-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,G,G3,ML
01-03-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L1,NG
01-03-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,PHINNEY RIDGE
01-03-2008,01-03-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-03-2008,01-04-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,N,N2,BITTERLAKE
01-03-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BS
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QA
01-03-2008,01-03-2008,WEAPON,WEAPON-POSSESSION,EAST,C,C3,CA/SP
01-03-2008,01-04-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B3,WALLINGFORD
01-03-2008,01-04-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B2,FR
01-03-2008,01-03-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-03-2008,01-03-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CH
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QA
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U2,UNI
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QA
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,GREENWOOD
01-03-2008,01-04-2008,CAR PROWL,THEFT-AUTOACC,NORTH,B,B3,WALLINGFORD
01-03-2008,01-04-2008,CAR PROWL,THEFT-AUTOACC,WEST,D,D1,BELLTOWN
01-03-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,EAST,E,E3,FH
01-03-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,JNBH
01-03-2008,01-04-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,B,B2,BS
01-03-2008,1/28/2008,THEFT-ALL OTHER,THEFT-PRSNATCH,WEST,M,M2,DC
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QA
01-03-2008,01-04-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D3,EW
01-03-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N3,BITTERLAKE
01-03-2008,01-04-2008,CAR PROWL,THEFT-AUTOACC,SOUTHWEST,F,F1,PIGEON POINT
01-03-2008,01-04-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D3,SC
01-03-2008,01-04-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,SC
01-03-2008,01-04-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D2,SC
01-03-2008,01-03-2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,D,D3,SC
01-03-2008,01-03-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B3,WALLINGFORD
01-03-2008,01-03-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U1,UNI
01-03-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W3,RWA
01-03-2008,01-04-2008,CAR PROWL,THEFT-AUTOACC,WEST,Q,Q2,QA
01-03-2008,01-03-2008,NARCOTIC,NARC-SELL-HEROIN,WEST,M,M3,DC
01-03-2008,01-03-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,SOUTH,R,R3,CC
